dataset_id,column_name,source,unit,raw_or_adjusted,timestamp_semantics,pit_status,identifier_key,upstream_dependency,notes
equity_panel_kiwoom_2010_2016,외국인순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,foreign net shares; same T+0-after-close timing
equity_panel_kiwoom_2010_2016,기관순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,기관순매매량,Kiwoom estimation (per FLOW_000007 finding: 95% within 5% of official KRX); 100% flagged via 수급금액추정여부
equity_panel_kiwoom_2010_2016,외국인순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,외국인순매매량,same estimation rule
equity_panel_kiwoom_2010_2016,거래대금추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,거래량",vendor approximation = close × volume; 100% flagged via 거래대금추정여부
equity_panel_kiwoom_2010_2016,시가총액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,상장주식수",vendor approximation = close × shares_outstanding; flagged via 시가총액추정여부
equity_panel_kiwoom_2010_2016,상장주식수,vendor_kiwoom_or_krx,shares,raw,snapshot,available_with_lookahead_risk,n/a,n/a,shares-outstanding snapshot; corporate-action transitions not delineated within row history → PIT risk on capital events
equity_panel_kiwoom_2010_2016,수급금액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: 100% True per FLOW_000007
equity_panel_kiwoom_2010_2016,거래대금추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × volume estimation rather than KRX trading_value
equity_panel_kiwoom_2010_2016,시가총액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × shares_outstanding estimation
equity_panel_kiwoom_2010_2016,통합거래량반영여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT integrated-market metadata; all False in pre-NXT files
equity_panel_kiwoom_2010_2016,통합종가반영여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT integrated-market metadata
equity_panel_kiwoom_2010_2016,통합종가제외여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT integrated-market metadata
equity_panel_kiwoom_2010_2016,가격범위후보정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT post-correction flag
equity_panel_kiwoom_2010_2016,KRX종가,krx_official_or_synth,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,종가,native in 2010-2016/2025-2026; synthesised from 종가 (pre-NXT) in 2017-2024/2018-2024 — krx_close_source flag required
equity_panel_kiwoom_2010_2016,동적유니버스포함,vendor_kiwoom_or_krx,bool,raw,snapshot,available_with_lookahead_risk,n/a,n/a,vendor universe flag; selection rule NOT documented → cannot certify survivorship safety from this field alone
equity_panel_dynamic_top100_2017_2024,날짜,vendor_kiwoom_or_krx,ISO_date,raw,T_trade_day,available_PIT,date_key,n/a,trade date
equity_panel_dynamic_top100_2017_2024,종목코드,vendor_kiwoom_or_krx,krx_ticker_6digit,raw,snapshot,available_PIT,ticker_key,n/a,KRX 6-digit code
equity_panel_dynamic_top100_2017_2024,종목명,vendor_kiwoom_or_krx,string,raw,snapshot,available_with_lookahead_risk,n/a,n/a,name as of panel build snapshot; rename history not preserved → lookahead risk on cross-time joins
equity_panel_dynamic_top100_2017_2024,시가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted open; corporate-action split makes pre-action history artifactual
equity_panel_dynamic_top100_2017_2024,고가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted high
equity_panel_dynamic_top100_2017_2024,저가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted low
equity_panel_dynamic_top100_2017_2024,종가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted close; same as KRX종가 by definition in pre-NXT period
equity_panel_dynamic_top100_2017_2024,거래량,vendor_kiwoom_or_krx,shares,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted shares; split-day artifactual
equity_panel_dynamic_top100_2017_2024,Change,vendor_kiwoom_or_krx,ratio_decimal,raw_unadjusted,T_trade_day,available_with_lookahead_risk,n/a,종가,vendor-derived 1-day return from raw close; corporate-action distorted; not suitable as performance metric
equity_panel_dynamic_top100_2017_2024,기관순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,"institution net shares; available T+0 after close, must shift +1 for execution"
equity_panel_dynamic_top100_2017_2024,외국인순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,foreign net shares; same T+0-after-close timing
equity_panel_dynamic_top100_2017_2024,기관순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,기관순매매량,Kiwoom estimation (per FLOW_000007 finding: 95% within 5% of official KRX); 100% flagged via 수급금액추정여부
equity_panel_dynamic_top100_2017_2024,외국인순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,외국인순매매량,same estimation rule
equity_panel_dynamic_top100_2017_2024,거래대금추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,거래량",vendor approximation = close × volume; 100% flagged via 거래대금추정여부
equity_panel_dynamic_top100_2017_2024,시가총액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,상장주식수",vendor approximation = close × shares_outstanding; flagged via 시가총액추정여부
equity_panel_dynamic_top100_2017_2024,상장주식수,vendor_kiwoom_or_krx,shares,raw,snapshot,available_with_lookahead_risk,n/a,n/a,shares-outstanding snapshot; corporate-action transitions not delineated within row history → PIT risk on capital events
equity_panel_dynamic_top100_2017_2024,수급금액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: 100% True per FLOW_000007
equity_panel_dynamic_top100_2017_2024,거래대금추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × volume estimation rather than KRX trading_value
equity_panel_dynamic_top100_2017_2024,시가총액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × shares_outstanding estimation
equity_panel_dynamic_top100_2017_2024,동적유니버스포함,vendor_kiwoom_or_krx,bool,raw,snapshot,available_with_lookahead_risk,n/a,n/a,vendor universe flag; selection rule NOT documented → cannot certify survivorship safety from this field alone
equity_panel_dynamic_top100_2018_2024,날짜,vendor_kiwoom_or_krx,ISO_date,raw,T_trade_day,available_PIT,date_key,n/a,trade date
equity_panel_dynamic_top100_2018_2024,종목코드,vendor_kiwoom_or_krx,krx_ticker_6digit,raw,snapshot,available_PIT,ticker_key,n/a,KRX 6-digit code
equity_panel_dynamic_top100_2018_2024,종목명,vendor_kiwoom_or_krx,string,raw,snapshot,available_with_lookahead_risk,n/a,n/a,name as of panel build snapshot; rename history not preserved → lookahead risk on cross-time joins
equity_panel_dynamic_top100_2018_2024,시가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted open; corporate-action split makes pre-action history artifactual
equity_panel_dynamic_top100_2018_2024,고가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted high
equity_panel_dynamic_top100_2018_2024,저가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted low
equity_panel_dynamic_top100_2018_2024,종가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted close; same as KRX종가 by definition in pre-NXT period
equity_panel_dynamic_top100_2018_2024,거래량,vendor_kiwoom_or_krx,shares,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted shares; split-day artifactual
equity_panel_dynamic_top100_2018_2024,Change,vendor_kiwoom_or_krx,ratio_decimal,raw_unadjusted,T_trade_day,available_with_lookahead_risk,n/a,종가,vendor-derived 1-day return from raw close; corporate-action distorted; not suitable as performance metric
equity_panel_dynamic_top100_2018_2024,기관순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,"institution net shares; available T+0 after close, must shift +1 for execution"
equity_panel_dynamic_top100_2018_2024,외국인순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,foreign net shares; same T+0-after-close timing
equity_panel_dynamic_top100_2018_2024,기관순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,기관순매매량,Kiwoom estimation (per FLOW_000007 finding: 95% within 5% of official KRX); 100% flagged via 수급금액추정여부
equity_panel_dynamic_top100_2018_2024,외국인순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,외국인순매매량,same estimation rule
equity_panel_dynamic_top100_2018_2024,거래대금추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,거래량",vendor approximation = close × volume; 100% flagged via 거래대금추정여부
equity_panel_dynamic_top100_2018_2024,시가총액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,상장주식수",vendor approximation = close × shares_outstanding; flagged via 시가총액추정여부
equity_panel_dynamic_top100_2018_2024,상장주식수,vendor_kiwoom_or_krx,shares,raw,snapshot,available_with_lookahead_risk,n/a,n/a,shares-outstanding snapshot; corporate-action transitions not delineated within row history → PIT risk on capital events
equity_panel_dynamic_top100_2018_2024,수급금액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: 100% True per FLOW_000007
equity_panel_dynamic_top100_2018_2024,거래대금추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × volume estimation rather than KRX trading_value
equity_panel_dynamic_top100_2018_2024,시가총액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × shares_outstanding estimation
equity_panel_dynamic_top100_2018_2024,동적유니버스포함,vendor_kiwoom_or_krx,bool,raw,snapshot,available_with_lookahead_risk,n/a,n/a,vendor universe flag; selection rule NOT documented → cannot certify survivorship safety from this field alone
equity_panel_krx_2025_2026,날짜,vendor_kiwoom_or_krx,ISO_date,raw,T_trade_day,available_PIT,date_key,n/a,trade date
equity_panel_krx_2025_2026,종목코드,vendor_kiwoom_or_krx,krx_ticker_6digit,raw,snapshot,available_PIT,ticker_key,n/a,KRX 6-digit code
equity_panel_krx_2025_2026,종목명,vendor_kiwoom_or_krx,string,raw,snapshot,available_with_lookahead_risk,n/a,n/a,name as of panel build snapshot; rename history not preserved → lookahead risk on cross-time joins
equity_panel_krx_2025_2026,시가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted open; corporate-action split makes pre-action history artifactual
equity_panel_krx_2025_2026,고가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted high
equity_panel_krx_2025_2026,저가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted low
equity_panel_krx_2025_2026,종가,vendor_kiwoom_or_krx,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted close; same as KRX종가 by definition in pre-NXT period
equity_panel_krx_2025_2026,거래량,vendor_kiwoom_or_krx,shares,raw_unadjusted,T_trade_day,available_PIT,n/a,n/a,RAW unadjusted shares; split-day artifactual
equity_panel_krx_2025_2026,Change,vendor_kiwoom_or_krx,ratio_decimal,raw_unadjusted,T_trade_day,available_with_lookahead_risk,n/a,종가,vendor-derived 1-day return from raw close; corporate-action distorted; not suitable as performance metric
equity_panel_krx_2025_2026,기관순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,"institution net shares; available T+0 after close, must shift +1 for execution"
equity_panel_krx_2025_2026,외국인순매매량,vendor_kiwoom_estimation,shares,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,foreign net shares; same T+0-after-close timing
equity_panel_krx_2025_2026,기관순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,기관순매매량,Kiwoom estimation (per FLOW_000007 finding: 95% within 5% of official KRX); 100% flagged via 수급금액추정여부
equity_panel_krx_2025_2026,외국인순매수금액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,외국인순매매량,same estimation rule
equity_panel_krx_2025_2026,거래대금추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,거래량",vendor approximation = close × volume; 100% flagged via 거래대금추정여부
equity_panel_krx_2025_2026,시가총액추정,vendor_kiwoom_estimation,KRW,raw,T_trade_day,available_PIT,n/a,"종가,상장주식수",vendor approximation = close × shares_outstanding; flagged via 시가총액추정여부
equity_panel_krx_2025_2026,상장주식수,vendor_kiwoom_or_krx,shares,raw,snapshot,available_with_lookahead_risk,n/a,n/a,shares-outstanding snapshot; corporate-action transitions not delineated within row history → PIT risk on capital events
equity_panel_krx_2025_2026,수급금액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: 100% True per FLOW_000007
equity_panel_krx_2025_2026,거래대금추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × volume estimation rather than KRX trading_value
equity_panel_krx_2025_2026,시가총액추정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,flag: indicates close × shares_outstanding estimation
equity_panel_krx_2025_2026,통합거래량반영여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT integrated-market metadata; all False in pre-NXT files
equity_panel_krx_2025_2026,통합종가반영여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT integrated-market metadata
equity_panel_krx_2025_2026,통합종가제외여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT integrated-market metadata
equity_panel_krx_2025_2026,가격범위후보정여부,vendor_kiwoom_or_krx,bool,raw,snapshot,available_PIT,n/a,n/a,NXT post-correction flag
equity_panel_krx_2025_2026,KRX종가,krx_official_or_synth,KRW,raw_unadjusted,T_trade_day,available_PIT,n/a,종가,native in 2010-2016/2025-2026; synthesised from 종가 (pre-NXT) in 2017-2024/2018-2024 — krx_close_source flag required
equity_panel_krx_2025_2026,동적유니버스포함,vendor_kiwoom_or_krx,bool,raw,snapshot,available_with_lookahead_risk,n/a,n/a,vendor universe flag; selection rule NOT documented → cannot certify survivorship safety from this field alone
equity_panel_krx_2025_2026,키움거래대금순위,vendor_kiwoom_estimation,rank_int,raw,T_trade_day,available_with_lookahead_risk,n/a,거래대금추정,Kiwoom in-house liquidity rank; selection rule undocumented
market_flow_kiwoom_2010_2017,date,vendor_kiwoom_or_krx,ISO_date,raw,T_trade_day,available_PIT,date_key,n/a,trade date
market_flow_kiwoom_2010_2017,program_total_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,program trading total net (million KRW)
market_flow_kiwoom_2010_2017,program_arb_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,arbitrage net
market_flow_kiwoom_2010_2017,program_nonarb_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,non-arbitrage net
market_flow_kiwoom_2010_2017,program_kospi200,vendor_kiwoom_or_krx,index_pt,raw,T_trade_day,available_PIT,n/a,n/a,KOSPI200 close (referenced by program flow)
market_flow_kiwoom_2010_2017,program_basis,vendor_kiwoom_or_krx,index_pt_or_pct,raw,T_trade_day,available_with_lookahead_risk,n/a,n/a,futures basis; unit ambiguous
market_flow_kiwoom_2010_2017,kospi_foreign_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,KOSPI foreign net; unit ambiguous (mil KRW vs count) — see KR_OHLCV_UNIT_INVARIANT_A0 plausibility check
market_flow_kiwoom_2010_2017,kospi_institution_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,institution net; same unit ambiguity
market_flow_kiwoom_2010_2017,kospi_individual_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,individual net; same unit ambiguity
market_flow_kiwoom_2010_2017,kospi_trade_volume,vendor_kiwoom_or_krx,shares_or_count,raw,T_trade_day,available_PIT,n/a,n/a,trade volume; unit ambiguous
market_flow_kiwoom_2010_2017,large_foreign_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,large-cap foreign net
market_flow_kiwoom_2010_2017,large_institution_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,large-cap institution net
market_flow_kiwoom_2018_2026_integrated,date,vendor_kiwoom_or_krx,ISO_date,raw,T_trade_day,available_PIT,date_key,n/a,trade date
market_flow_kiwoom_2018_2026_integrated,kospi_foreign_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,KOSPI foreign net; unit ambiguous (mil KRW vs count) — see KR_OHLCV_UNIT_INVARIANT_A0 plausibility check
market_flow_kiwoom_2018_2026_integrated,kospi_institution_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,institution net; same unit ambiguity
market_flow_kiwoom_2018_2026_integrated,kospi_individual_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,individual net; same unit ambiguity
market_flow_kiwoom_2018_2026_integrated,kospi_trade_volume,vendor_kiwoom_or_krx,shares_or_count,raw,T_trade_day,available_PIT,n/a,n/a,trade volume; unit ambiguous
market_flow_kiwoom_2018_2026_integrated,large_foreign_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,large-cap foreign net
market_flow_kiwoom_2018_2026_integrated,large_institution_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,large-cap institution net
market_flow_kiwoom_2018_2026_integrated,program_total_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,program trading total net (million KRW)
market_flow_kiwoom_2018_2026_integrated,program_arb_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,arbitrage net
market_flow_kiwoom_2018_2026_integrated,program_nonarb_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,non-arbitrage net
market_flow_kiwoom_2018_2026_integrated,program_kospi200,vendor_kiwoom_or_krx,index_pt,raw,T_trade_day,available_PIT,n/a,n/a,KOSPI200 close (referenced by program flow)
market_flow_kiwoom_2018_2026_integrated,program_basis,vendor_kiwoom_or_krx,index_pt_or_pct,raw,T_trade_day,available_with_lookahead_risk,n/a,n/a,futures basis; unit ambiguous
market_flow_kiwoom_2025_2026_krx,date,vendor_kiwoom_or_krx,ISO_date,raw,T_trade_day,available_PIT,date_key,n/a,trade date
market_flow_kiwoom_2025_2026_krx,program_total_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,program trading total net (million KRW)
market_flow_kiwoom_2025_2026_krx,program_arb_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,arbitrage net
market_flow_kiwoom_2025_2026_krx,program_nonarb_net_mil,vendor_kiwoom_or_krx,KRW_mil,raw,T_trade_day,available_PIT,n/a,n/a,non-arbitrage net
market_flow_kiwoom_2025_2026_krx,program_kospi200,vendor_kiwoom_or_krx,index_pt,raw,T_trade_day,available_PIT,n/a,n/a,KOSPI200 close (referenced by program flow)
market_flow_kiwoom_2025_2026_krx,program_basis,vendor_kiwoom_or_krx,index_pt_or_pct,raw,T_trade_day,available_with_lookahead_risk,n/a,n/a,futures basis; unit ambiguous
market_flow_kiwoom_2025_2026_krx,kospi_foreign_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,KOSPI foreign net; unit ambiguous (mil KRW vs count) — see KR_OHLCV_UNIT_INVARIANT_A0 plausibility check
market_flow_kiwoom_2025_2026_krx,kospi_institution_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,institution net; same unit ambiguity
market_flow_kiwoom_2025_2026_krx,kospi_individual_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,individual net; same unit ambiguity
market_flow_kiwoom_2025_2026_krx,kospi_trade_volume,vendor_kiwoom_or_krx,shares_or_count,raw,T_trade_day,available_PIT,n/a,n/a,trade volume; unit ambiguous
market_flow_kiwoom_2025_2026_krx,large_foreign_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,large-cap foreign net
market_flow_kiwoom_2025_2026_krx,large_institution_net,vendor_kiwoom_estimation,KRW_mil_or_count,raw,T_trade_day_post_close,available_with_lookahead_risk,n/a,n/a,large-cap institution net
opendart_kospi_disclosures_20180101_20260505,rcept_no,opendart_api,14digit_string,raw,event_time,available_PIT,rcept_no_key,n/a,DART receipt number; primary identifier
opendart_kospi_disclosures_20180101_20260505,rcept_dt,opendart_api,YYYYMMDD_string,raw,event_time,available_PIT,n/a,n/a,receipt date string
opendart_kospi_disclosures_20180101_20260505,rcept_date,opendart_api,ISO_date,raw,event_time,available_PIT,date_key,rcept_dt,ISO normalisation of rcept_dt
opendart_kospi_disclosures_20180101_20260505,corp_cls,opendart_api,enum_YKEN,raw,snapshot,available_PIT,n/a,n/a,Y=KOSPI K=KOSDAQ E=KONEX N=etc
opendart_kospi_disclosures_20180101_20260505,corp_code,opendart_api,8digit_string,raw,snapshot,available_PIT,corp_code_key,n/a,DART corporate code (not KRX ticker)
opendart_kospi_disclosures_20180101_20260505,stock_code,opendart_api,krx_ticker_6digit_or_null,raw,snapshot,available_with_lookahead_risk,ticker_key,corp_code,"KRX ticker; can be null for unlisted; corp_code→stock_code mapping is current-snapshot, not historical PIT"
opendart_kospi_disclosures_20180101_20260505,corp_name,opendart_api,string,raw,snapshot,available_with_lookahead_risk,n/a,corp_code,current corporate name; rename history not preserved
opendart_kospi_disclosures_20180101_20260505,report_nm,opendart_api,string,raw,event_time,available_PIT,n/a,n/a,free-text disclosure title
opendart_kospi_disclosures_20180101_20260505,flr_nm,opendart_api,string,raw,event_time,available_PIT,n/a,n/a,filer name
opendart_kospi_disclosures_20180101_20260505,rm,opendart_api,string,raw,event_time,available_PIT,n/a,n/a,remark field
opendart_kospi_disclosures_20180101_20260505,pblntf_ty_query,derived_query_param,string,derived,snapshot,n/a,n/a,n/a,the pblntf_ty query parameter used at fetch time
opendart_kospi_disclosures_20180101_20260505,query_bgn_de,derived_query_param,YYYYMMDD_string,derived,snapshot,n/a,n/a,n/a,fetch query start
opendart_kospi_disclosures_20180101_20260505,query_end_de,derived_query_param,YYYYMMDD_string,derived,snapshot,n/a,n/a,n/a,fetch query end
opendart_kospi_disclosures_20180101_20260505,dart_url,derived,url,derived,event_time,available_PIT,n/a,rcept_no,constructed DART viewer URL
opendart_kospi_disclosures_20180101_20260505,flag_capital_raise,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex over report_nm; NOT authoritative — S2 body parse required
opendart_kospi_disclosures_20180101_20260505,flag_cb_bw,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_capital_reduction,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_audit_issue,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_trading_halt,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_litigation,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_large_holder,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_treasury_stock,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
opendart_kospi_disclosures_20180101_20260505,flag_merger_split,derived_regex,bool,derived,event_time,available_with_lookahead_risk,n/a,report_nm,regex; not authoritative
