defect_id,severity,classification,file_path,file_category,line_number,column_name,current_runtime_risk,reopen_blocker,patch_status,patch_evidence
QENF_00049,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,26,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00050,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,27,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00051,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,34,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00052,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,35,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00053,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,42,고가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00054,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,43,저가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00055,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,50,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00056,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,51,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00057,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,58,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00058,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,59,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00059,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,98,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00060,medium,MISSING_GUARD,src/strategies/p002_d013_execution.py,strategies,254,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00061,medium,MISSING_GUARD,src/strategies/c003_monthly_macro_gate.py,strategies,166,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00062,medium,MISSING_GUARD,src/strategies/c003_monthly_macro_gate.py,strategies,166,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00063,high,INVALID_ROW_LEAK,src/strategies/c003_monthly_macro_gate.py,strategies,175,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00064,high,INVALID_ROW_LEAK,src/strategies/c003_monthly_macro_gate.py,strategies,176,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00065,high,INVALID_ROW_LEAK,src/strategies/baselines.py,strategies,302,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00066,high,INVALID_ROW_LEAK,src/strategies/baselines.py,strategies,302,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00067,high,INVALID_ROW_LEAK,src/strategies/baselines.py,strategies,310,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00068,high,INVALID_ROW_LEAK,src/strategies/baselines.py,strategies,313,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00069,medium,MISSING_GUARD,src/strategies/d004_position_sizing.py,strategies,199,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00070,medium,MISSING_GUARD,src/strategies/d004_position_sizing.py,strategies,199,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00071,high,INVALID_ROW_LEAK,src/strategies/d004_position_sizing.py,strategies,208,시가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00072,high,INVALID_ROW_LEAK,src/strategies/d004_position_sizing.py,strategies,209,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00073,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,14,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00074,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,14,상장주식수,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00075,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,14,시가총액추정,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00076,high,INVALID_ROW_LEAK,src/strategies/b004_regime_gate.py,strategies,129,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00077,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,134,상장주식수,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00078,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,135,상장주식수,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00079,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,136,KRX종가,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00080,medium,MISSING_GUARD,src/strategies/b004_regime_gate.py,strategies,140,시가총액추정,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00081,high,INVALID_ROW_LEAK,src/strategies/b004_regime_gate.py,strategies,141,시가총액추정,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00082,high,INVALID_ROW_LEAK,src/strategies/b004_regime_gate.py,strategies,143,상장주식수,inactive_closed_strategy_path,true,still_reopen_blocker,"closed-strategy / closed-ops / closed-backtest path; not patched in this audit-only phase. Engine entry point (run_candidate_backtest) fails closed on missing mask, which blocks reactivation without explicit reopen review."
QENF_00083,high,INVALID_ROW_LEAK,src/features/sector_breadth_score.py,features,25,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00084,high,INVALID_ROW_LEAK,src/features/sector_breadth_score.py,features,64,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00085,high,INVALID_ROW_LEAK,src/features/sector_breadth_score.py,features,139,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00086,high,INVALID_ROW_LEAK,src/features/stock_combined_score.py,features,244,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00087,high,INVALID_ROW_LEAK,src/features/stock_combined_score.py,features,252,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00088,high,INVALID_ROW_LEAK,src/features/stock_combined_score.py,features,254,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00089,high,INVALID_ROW_LEAK,src/features/stock_liquidity_score.py,features,17,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00090,high,INVALID_ROW_LEAK,src/features/stock_liquidity_score.py,features,83,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00091,high,INVALID_ROW_LEAK,src/features/stock_liquidity_score.py,features,104,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00092,high,INVALID_ROW_LEAK,src/features/stock_institution_flow_score.py,features,18,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00093,high,INVALID_ROW_LEAK,src/features/stock_institution_flow_score.py,features,81,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00094,high,INVALID_ROW_LEAK,src/features/stock_institution_flow_score.py,features,100,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00095,medium,MISSING_GUARD,src/features/flow_ratios.py,features,13,KRX종가,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00096,medium,MISSING_GUARD,src/features/flow_ratios.py,features,14,거래대금추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00097,medium,MISSING_GUARD,src/features/flow_ratios.py,features,15,시가총액추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00098,medium,MISSING_GUARD,src/features/flow_ratios.py,features,16,외국인순매수금액추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00099,medium,MISSING_GUARD,src/features/flow_ratios.py,features,17,기관순매수금액추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00100,medium,MISSING_GUARD,src/features/flow_ratios.py,features,30,KRX종가,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00101,medium,MISSING_GUARD,src/features/flow_ratios.py,features,30,고가,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00102,medium,MISSING_GUARD,src/features/flow_ratios.py,features,30,저가,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00103,medium,MISSING_GUARD,src/features/flow_ratios.py,features,99,기관순매수금액추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00104,medium,MISSING_GUARD,src/features/flow_ratios.py,features,99,외국인순매수금액추정,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00105,high,INVALID_ROW_LEAK,src/features/flow_ratios.py,features,109,KRX종가,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00106,high,INVALID_ROW_LEAK,src/features/stock_rs_score.py,features,9,daily_return,inactive_closed_strategy_path,true,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py)
QENF_00107,high,INVALID_ROW_LEAK,src/features/stock_rs_score.py,features,50,daily_return,inactive_closed_strategy_path,true,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py)
QENF_00108,high,INVALID_ROW_LEAK,src/features/stock_rs_score.py,features,53,daily_return,inactive_closed_strategy_path,true,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py)
QENF_00109,high,INVALID_ROW_LEAK,src/features/stock_rs_score.py,features,91,daily_return,inactive_closed_strategy_path,true,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py)
QENF_00110,high,INVALID_ROW_LEAK,src/features/stock_rs_score.py,features,107,daily_return,inactive_closed_strategy_path,true,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py)
QENF_00111,high,INVALID_ROW_LEAK,src/features/stock_rs_score.py,features,285,daily_return,inactive_closed_strategy_path,true,patched,explicit guard added in this phase (patched at src/features/stock_rs_score.py)
QENF_00112,high,INVALID_ROW_LEAK,src/features/stock_foreign_flow_score.py,features,23,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00113,high,INVALID_ROW_LEAK,src/features/stock_foreign_flow_score.py,features,87,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00114,high,INVALID_ROW_LEAK,src/features/stock_foreign_flow_score.py,features,106,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00115,high,INVALID_ROW_LEAK,src/features/volatility_targeting.py,features,30,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00116,high,INVALID_ROW_LEAK,src/features/volatility_targeting.py,features,32,daily_return,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00117,high,INVALID_ROW_LEAK,src/features/market_gate.py,features,8,kospi_foreign_net,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00118,high,INVALID_ROW_LEAK,src/features/market_gate.py,features,8,kospi_institution_net,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
QENF_00119,high,INVALID_ROW_LEAK,src/features/market_gate.py,features,9,KRX종가,inactive_closed_strategy_path,true,upstream_guarded,consumes loader-emitted valid_ohlcv_mask (equity_panel + sector_aggregator)
